#taxid	count	name
60953	1	"Placobdella costata"
27908	1	"Siboglinum fiordicum"
376113	17	"Hordelymus europaeus"
3402493	1	"Psylliodes chrysocephalus"
57336	1	"Flexamia atlantica"
204263	1	"Eira barbara"
1578718	7	"Elymus sajanensis"
69644	1	"Tetradacus"
49770	2	"Helictochloa pratensis"
76306	1	"Mimosa pudica"
182163	1	"Rhododendron vialii"
494438	1	"Meconema thalassinum"
121402	1	"Albula glossodonta"
171969	1	"Carnegiea gigantea"
7368	1	"Haematobia irritans"
758718	1	"Acleris umbrana"
3105834	3	"Koeleria spicata"
9835	1	"Camelidae"
798322	4	"Hyparrhenia diplandra"
625351	1	"Stenamma debile"
126545	1	"Noronhia emarginata"
2793304	1	"Proteles cristata cristata"
183150	1	"Oryzias sinensis"
300417	1	"Syngnathoides biaculeatus"
3369	1	"Cryptomeria japonica"
42345	1	"Phoenix dactylifera"
32525	1	"Theria"
325984	1	"Dioscorea zingiberensis"
27675	1	"Choloepus didactylus"
35974	1	"Santalum album"
116981	1	"Aegilops ventricosa"
123683	1	"Oryzias javanicus"
46147	1	"Portulaca oleracea"
367866	1	"Procypris rabaudi"
7935	1	"Anguilla"
55661	1	"Cuculus canorus"
63058	2	"Ulmus parvifolia"
1648021	1	"Oryzinae"
231681	1	"Equisetum pratense"
1776468	1	"Linnaemya tessellans"
8910	1	"Laridae"
903552	1	"Umbilicaria grisea"
211834	1	"Lutjanus argentimaculatus"
347394	1	"Lordithon lunulatus"
41653	1	"Tragopogon pratensis"
9655	1	"Mustelidae"
38413	1	"Eragrostis"
27621	2	"Molossus"
103890	1	"Hyles lineata"
31243	1	"Globodera rostochiensis"
34844	1	"Erethizon dorsatum"
36184	2	"Thymallus"
6956	1	"Dermatophagoides pteronyssinus"
110202	1	"Cerastes gasperettii"
83308	1	"Oryza ridleyi"
79235	1	"Orobanche hederae"
611171	1	"Liometopum microcephalum"
8724	2	"Bothrops jararaca"
31175	1	"Diadema setosum"
261773	1	"Omalotheca supina"
4500	14	"Avena longiglumis"
55311	2	"Aponogeton distachyos"
345915	2	"Agrostis exarata"
3483	1	"Cannabis sativa"
281872	3	"Acaena ovalifolia"
538890	1	"Coccus hesperidum"
273764	1	"Cryptus viduatorius"
30475	1	"Rajidae"
84402	2	"Sepietta obscura"
241838	1	"Excoecaria agallocha"
599447	1	"Eucera pruinosa"
220900	1	"Ctenoides ales"
33574	1	"Threskiornithidae"
152349	1	"Tinospora sinensis"
49829	1	"Lathyrus tuberosus"
464075	1	"Festuca richardsonii"
1594352	1	"Teleiodes vulgella"
337392	1	"Erodium moschatum"
1395515	1	"Drosophila kurseongensis"
126914	1	"Suaeda salsa"
313096	1	"Lathyrus linifolius"
2926464	1	"Cantharellus purpuraceus"
10041	1	"Peromyscus leucopus"
91888	3	"lamiids"
764772	5	"Poa pratensis subsp. irrigata"
388701	1	"Corynephorus canescens"
4550	8	"Secale cereale"
151847	1	"Malpighia emarginata"
2944895	1	"Morchella sp. 2018-W30"
7237	1	"Drosophila pseudoobscura"
22774	1	"Berberis"
78536	199	"Euphyllophyta"
259920	1	"Rhincodon typus"
33340	1	"Neoptera"
4543	1	"Cenchrus americanus"
370040	1	"Planiliza haematocheilus"
504342	1	"Stephanocoenia intersepta"
335849	1	"Apiospora marii"
214431	1	"Scortum barcoo"
133082	1	"Eriosoma lanigerum"
30960	1	"Mallotus villosus"
19768	1	"Patellifolia procumbens"
3041818	1	"Taenioides sp. WSHXM2023"
92927	3	"Sarcandra glabra"
7932	1	"Megalops atlanticus"
246437	1	"Tupaia chinensis"
188929	1	"Channa asiatica"
147370	5	"PACMAD clade"
4589	425	"Thinopyrum obtusiflorum"
37578	1	"Morus bassanus"
1218281	1	"Limnephilus lunatus"
72494	1	"Triatoma sanguisuga"
464929	1	"Aphis"
190385	1	"Uranotaenia lowii"
3817	1	"Arachis"
44534	1	"Cellia"
8345	1	"Bombina bombina"
6535	1	"Cornu aspersum"
152371	1	"Stephania yunnanensis"
256693	1	"Sporophila hypoxantha"
4072	2	"Capsicum annuum"
82593	1	"Geometridae"
316456	1	"Anabrus simplex"
323313	1	"Chrysotoxum bicinctum"
147429	3	"Andropogoneae"
50250	3	"Sitta carolinensis"
3218	1	"Physcomitrium patens"
28640	1	"Tetraponera rufonigra"
3079894	1	"Amiota minor"
3064154	1	"Phryganopsyche brunnea"
1648015	1	"Guaduinae"
27405	3	"Penaeus japonicus"
280406	2	"Larinioides sclopetarius"
798030	2	"Ononis reclinata"
866555	1	"Eremochloa ophiuroides"
272863	1	"Asparagus setaceus"
3906	1	"Vicia faba"
3045898	2	"Sambus kanssuensis"
227223	1	"Deschampsia cespitosa subsp. borealis"
9995	1	"Marmota monax"
4583	2	"Cenchrus"
7653	1	"Lytechinus pictus"
66017	1	"Digitaria"
4545	53	"Poa pratensis"
4504	3	"Coix"
9776	1	"Trichechus"
4295	1	"Ilex"
146534	24	"Avena eriantha"
44588	1	"Panax quinquefolius"
1352472	1	"Platycheirus rosarum"
6237	2	"Caenorhabditis"
980011	2	"Bidens hawaiensis"
30214	1	"Vespula squamosa"
13676	1	"Scomber japonicus"
164660	1	"Myotis lucifugus carissima"
492098	1	"Puccinellia maritima"
231718	15	"Triticum aestivum subsp. tibeticum"
15492	76	"Elymus"
1053350	1	"Fumaria muralis"
37778	1	"Saturnia japonica"
2890055	1	"Androsace saussurei"
197161	2	"Ischnura elegans"
72550	1	"Oryctes rhinoceros"
1385376	1	"Salpingotus crassicauda"
2909684	1	"Dipteris shenzhenensis"
547582	1	"Euchloe simplonia"
8383	1	"Bufo"
4544	29	"Poa"
59482	1	"Saccopteryx bilineata"
106626	1	"Rhizophora apiculata"
4520	13	"Lolium"
147376	4	"Bambuseae"
878440	1	"Pterostichus vernalis"
29674	1	"Eleusine indica"
2028601	1	"Brachynemurus nebulosus"
88731	5	"Pinus tabuliformis"
436910	1	"Eucryptorrhynchus brandti"
111897	1	"Erebia"
58933	1	"Triticum spelta"
205521	1	"Jaltomata sinuosa"
386614	1	"Amblyraja radiata"
2862204	1	"Hibiscus tridactylites"
669792	1	"Puccinellia capillaris"
32237	2	"Oemleria cerasiformis"
10093	1	"Mus pahari"
9802	1	"Tapirus indicus"
796727	1	"Elaeagnus macrophylla"
4501	38	"Bromus"
10096	1	"Mus spretus"
669780	3	"Pleuropogon sabinei"
1295533	1	"Cryptococcus amylolentus CBS 6039"
121615	1	"Crassostrea nippona"
2932088	1	"Gongora gibba"
315349	1	"Solanum sitiens"
79674	1	"Macrobrachium rosenbergii"
472823	1	"Heliangelus exortis"
2753613	1	"Villa cingulata"
13419	1	"Chimonanthus praecox"
143630	2	"Paroedura picta"
58627	1	"Debaryomyces fabryi"
1262659	1	"Eragrostis nindensis"
7654	2	"Lytechinus variegatus"
52236	1	"Champsocephalus"
6423	1	"Lamellibrachia"
1071199	1	"Pterocarpus santalinus"
394691	1	"Sebastes fasciatus"
45438	1	"Lithobates sylvaticus"
99300	2	"Rehmannia glutinosa"
109671	1	"Physella acuta"
187939	1	"Furcifer pardalis"
289637	1	"Sapria himalayana"
355685	1	"Hydrophis curtus"
220462	15	"Leymus arenarius"
376895	1	"Caranx ignobilis"
142738	1	"Stellera chamaejasme"
4556	1	"Setaria viridis"
941989	1	"Ampedus sanguinolentus"
483875	1	"Oxytropis ochrocephala"
180763	1	"Vaccinium myrtillus"
88082	1	"Crotalus tigris"
2996714	1	"Pictodentalium vernedei"
338490	3	"Dendrocalamus sinicus"
157069	1	"Trichobilharzia regenti"
1104519	1	"Parachronistis albiceps"
9506	1	"Ateles"
1678845	4	"Anthurium amnicola"
58220	2	"Decapterus maruadsi"
1462606	1	"Glycine subgen. Soja"
104486	1	"Alsophila aescularia"
3527	2	"Phytolacca americana"
395286	3	"Calamagrostis neglecta"
1088609	1	"Ammophila pubescens"
31033	1	"Takifugu rubripes"
214514	1	"Perognathus longimembris pacificus"
1780129	1	"Monarcha castaneiventris obscurior"
6112	1	"Anthopleura xanthogrammica"
102981	2	"Neoaliturus tenellus"
320637	1	"Rhynchocyon petersi"
1698855	2	"Eratigena atrica"
436207	1	"Arnica montana"
1918084	1	"Germaria angustata"
2320716	3	"Platanthera zijinensis"
37722	1	"Bromus diandrus"
128204	1	"Sphagnum girgensohnii"
102814	1	"Heliantheae"
245042	1	"Lamprotornis superbus"
210640	1	"Moxostoma hubbsi"
84832	2	"Molothrus"
77598	1	"Heterohyrax brucei"
3349394	3	"Bathypterois sp. HX-2024g"
751760	1	"Orcuttiinae"
985688	1	"Anarhynchus nivosus"
13578	1	"Juncus"
2939550	1	"Sordariomycetes sp. B11D1"
2004850	1	"Neoceratitis asiatica"
1188115	1	"Hesperophylax magnus"
2499258	1	"Alternaria sect. Infectoriae"
1504853	1	"Nineta flava"
156442	1	"Panstrongylus geniculatus"
112415	1	"Letharia"
4153	1	"Craterostigma plantagineum"
9468	1	"Loris tardigradus"
7776	3	"Gnathostomata"
1148796	1	"Oropetium thomaeum"
158096	2	"Digitaria radicosa"
197124	1	"Microcos paniculata"
223681	1	"Oreojuncus trifidus"
94286	1	"Platycodon grandiflorus"
120091	1	"Centruroides vittatus"
287213	1	"Rhagades pruni"
3041213	1	"Taudactylus pleione"
34254	1	"Lithospermum erythrorhizon"
269367	17	"Poa chaixii"
3752	1	"Malus sylvestris"
368352	1	"Festuca baffinensis"
2882903	1	"Suillia affinis"
4085	1	"Nicotiana"
987424	1	"Eilema sororculum"
6494	1	"Conus textile"
356906	1	"Montifringilla adamsi"
195168	1	"Agrypnus murinus"
60958	1	"Piscicola geometra"
169863	2	"Colubrinae"
1149709	4	"Arundinarieae"
7797	1	"Squalus acanthias"
745661	2	"Festuca vivipara"
249254	1	"Macrobrachium hainanense"
167337	1	"Chrysopogon zizanioides"
2614609	1	"Xylariomycetidae sp. FL2044"
32524	3	"Amniota"
267548	1	"Salicornia ramosissima"
29672	3	"Avenella flexuosa"
715724	1	"Galium uliginosum"
400838	1	"Pelagia noctiluca"
5343	1	"Agaricus bitorquis"
195138	1	"Veronica scutellata"
240906	13	"Puccinellia tenuiflora"
42822	1	"Actiniidae"
66656	1	"Durio zibethinus"
126318	1	"Sorex ornatus"
45954	1	"Dreissena polymorpha"
8805	1	"Eudromia elegans"
1047088	1	"Arvicola amphibius"
57982	1	"Cetorhinus maximus"
161101	1	"Lemna minuta"
197562	2	"Pancrustacea"
33090	127	"Viridiplantae"
537920	1	"Clethrionomys rutilus"
60471	1	"Loriculus galgulus"
7147	1	"Diptera"
28909	4	"Cynodon dactylon"
34926	1	"Amblyornis subalaris"
523745	1	"Microtus obscurus"
100895	1	"Microtus californicus"
59465	1	"Nyctalus leisleri"
3032291	2	"Lindaspio polybranchiata"
318089	1	"Eupristina koningsbergeri"
189534	1	"Aythya marila"
43860	1	"Spondias"
85418	1	"Gobius paganellus"
414934	1	"Phosphuga atrata"
200361	15623	"Aegilops tauschii subsp. strangulata"
1851468	1	"Vanrija"
1043351	1	"Zoysia sinica"
83409	1	"Saxifraga granulata"
50495	1	"Rorippa"
38727	2	"Panicum virgatum"
55363	1	"Diospyros lotus"
212759	3	"Adonis annua"
75366	1	"Sinocyclocheilus grahami"
142615	1	"Dendrobium officinale"
15452	3	"Deschampsia"
330583	1	"Chrysopogon serrulatus"
9740	1	"Phocoenidae"
254778	3	"Glyceria fluitans"
3095174	1	"Harmothoe areolata"
435756	1	"Alloteropsis semialata"
81369	1	"Lampris"
4074	1	"Datura"
51501	3	"Agapanthus africanus"
318546	1	"Pseudocrenilabrinae"
1857951	1	"Acrobasis suavella"
203270	1	"Berberis aquifolium"
52148	2	"Calamagrostis canadensis"
127129	1	"Impatiens noli-tangere"
2835794	1	"Himalopsyche japonica"
640622	1	"Airinae"
169227	1	"Moehringia trinervia"
15747	2	"Phyllostachys"
988022	1	"Polia bombycina"
52150	1	"Bromus catharticus"
86722	1	"Magnolia kwangsiensis"
8033	1	"Salvelinus"
722657	1	"Apocheima hispidaria"
9281	1	"Dasyurus maculatus"
33127	1	"Parietaria judaica"
34880	2	"Nyctereutes procyonoides"
1920014	1	"Mysia undata"
75743	2	"Scyliorhinus torazame"
9244	1	"Calypte anna"
8439	1	"Ascaphus truei"
10141	1	"Cavia porcellus"
96455	1	"Persicaria tinctoria"
437484	1	"Piezodorus guildinii"
240163	1	"Nibea albiflora"
127571	1	"Oryza malampuzhaensis"
388437	1	"Cladopsammia gracilis"
1843537	1	"Petrolisthes manimaculis"
7815	2	"Prionace glauca"
381746	1	"Amphitetranychus viennensis"
1211431	2	"Anthoxanthum odoratum subsp. odoratum"
329112	1	"Toxorhynchites rutilus septentrionalis"
445759	1	"Leymus komarovii"
208333	1	"Girardinichthys multiradiatus"
151071	1	"Nephelium lappaceum"
618043	1	"Lucanus miwai"
41500	1	"Carlina vulgaris"
186693	1	"Isopterygiella pulchella"
2964900	1	"Leptopilina myrica (nomen nudum)"
71251	1	"Chelidonium majus"
145282	1	"Lithobates clamitans"
2546182	1	"Chelidura thaleri"
443705	1	"Nansenia antarctica"
665498	16	"Stipa capillata"
64144	1	"Anabas testudineus"
2022761	1	"Nigrospora pyriformis"
144015	1	"Pheidolini"
139772	2	"Triadica sebifera"
8453	2	"Ichthyophis bannanicus"
8404	1	"Lithobates pipiens"
93977	1	"Osmanthus fragrans"
2302672	1	"Eumandya parva"
236973	1	"Trapa incisa"
8796	1	"Rhea"
2720891	1	"Vickermania ingenoplastis"
2985425	1	"Viola subsect. Rostratae"
72771	1	"Formicini"
228411	1	"Vitis piasezkii"
152601	1	"Pierini"
73496	1	"Asparagales"
2940292	1	"Heloderma charlesbogerti"
455371	1	"Spatholobus suberectus"
227214	1	"Poa glauca"
9696	1	"Puma concolor"
13333	1	"Amborella trichopoda"
4486	12952	"Aegilops longissima"
2162900	2	"Alexandromys oeconomus"
45619	6	"Echinochloa phyllopogon"
111401	1	"Chrysolina graminis"
370603	1	"Vesta saturnalis"
2708596	1	"Scalesia atractyloides"
117547	1	"Diatrype stigma"
10040	1	"Peromyscus"
124745	1	"Corynorhinus townsendii"
256425	1	"Lissotriton helveticus"
4536	1	"Oryza nivara"
742508	1	"Tokudaia tokunoshimensis"
96803	2	"Armadillidium nasatum"
987932	1	"Euplagia quadripunctaria"
2922074	1	"Rhimphoctona megacephalus"
332431	1	"Dillenia suffruticosa"
2562068	1	"Bombus cullumanus"
48386	1	"Perilla frutescens"
85608	1	"Clemmys guttata"
49786	3	"Sporobolus maritimus"
103480	1	"Castanea crenata"
169500	1	"Coelopa pilipes"
23211	1	"Pyrus communis"
722667	1	"Paradarisa consonaria"
15371	9	"Bromus inermis"
51622	1	"Rhaphigaster nebulosa"
15956	1	"Phleum"
60590	1	"Pseudarchaster parelii"
119487	1	"Siniperca"
3225	1	"Ceratodon purpureus"
39325	1	"Kingdonia uniflora"
15304	2	"Alopecurus pratensis"
195883	1	"Laodelphax striatellus"
143539	1	"Correlophus ciliatus"
9831	1	"Hippopotamidae"
7505	1	"Mantidae"
2784310	1	"Magallana angulata"
1051066	2	"Doryteuthis opalescens"
74663	1	"Amorphophallus"
570168	1	"Calamagrostis purpurea"
130591	1	"Lycorma delicatula"
9258	1	"Ornithorhynchus anatinus"
1071398	2	"Brachypodium hybridum"
687455	2	"Typhlomys cinereus"
55135	4	"Pristiophorus japonicus"
2998547	1	"Scellus notatus"
473457	1	"Gymnothorax javanicus"
1203425	1	"Notolabrus celidotus"
34695	1	"Myrmicinae"
1	411	"root"
2795671	1	"Bellardia pandia"
103762	5	"Zizania palustris"
4532	1	"Oryza australiensis"
8616	1	"Bungarus multicinctus"
1482630	3	"Raddia guianensis"
37657	1	"Silene latifolia"
9688	2	"Panthera"
76029	1	"Fallopia convolvulus"
3541	1	"Bougainvillea glabra"
13551	2	"Gryllodes sigillatus"
9539	1	"Macaca"
286619	1	"Anthoxanthum nitens"
8016	1	"Oncorhynchus"
1654675	1	"Litoditis marina"
71827	1	"Armeria pungens"
2715158	1	"Diogma glabrata"
129365	1	"Brassica incana"
117193	1	"Acanthiza pusilla"
198700	1	"Orgyia recens"
160571	7	"Neostapfia colusana"
38869	1	"Salvia sclarea"
4202	5	"Sambucus nigra"
461633	1	"Stephania japonica"
3238574	1	"Myrmecophilus myrmecophilus"
1903417	2	"Phyllostachys violascens"
102211	1	"Benincasa hispida"
160538	2	"Cymbidium tracyanum"
1662264	1	"Leviellus thorelli"
37687	2	"Taeniatherum caput-medusae"
41839	1	"Conocephalum conicum"
2202366	1	"Sinibrama wui"
2080241	1	"Paraescarpia echinospica"
285591	1	"Tinospora crispa"
904458	1	"Petasites albus"
126660	1	"Ischnura senegalensis"
9823	2	"Sus scrofa"
4050	1	"Araliaceae"
34615	1	"Ixodes persulcatus"
4533	1	"Oryza brachyantha"
13415	1	"Chamaecyparis obtusa"
34284	1	"Gossypium turneri"
203899	2	"Tethysbaena scabra"
8296	5	"Ambystoma mexicanum"
52205	1	"Phrynocephalus"
368342	4	"Alopecurus magellanicus"
1437010	2	"Boreoeutheria"
76500	1	"Schoenoplectus"
10181	1	"Heterocephalus glaber"
9301	3	"Sminthopsis crassicaudata"
15451	1	"Dendrocalamus"
4737	1	"Joinvillea"
74381	1	"Undaria pinnatifida"
29665	3	"Briza maxima"
13818	1	"Adiantum capillus-veneris"
62018	1	"Hetaerina americana"
51239	10	"Vanilla planifolia"
103999	1	"Codonopsis lanceolata"
1552824	1	"Eucryptorrhynchus scrobiculatus"
9682	1	"Felis"
8825	2	"Neognathae"
414846	1	"Platycheirus albimanus"
112615	3	"Cymbidium sinense"
2025560	1	"Natrix helvetica"
402026	1	"Cyanocorax yucatanicus"
316719	2	"Garcia nutans"
2922058	1	"Azorinus chamasolen"
7892	2	"Neoceratodus forsteri"
22511	1	"Lythrum hyssopifolia"
215367	1	"Enoplosus armatus"
162748	1	"Dicorynia guianensis"
7370	1	"Musca domestica"
1426240	1	"Anthoxanthum hirtum subsp. arcticum"
261772	1	"Filago pyramidata"
206008	2	"Panicum hallii"
2867262	1	"Tipula helvola"
2866284	1	"Bimastos rubidus"
2895740	1	"Morinoia aosen"
33154	5	"Opisthokonta"
1325552	1	"Helicorthomorpha holstii"
249018	1	"Saccopteryx leptura"
6114	1	"Calliactis parasitica"
38414	2	"Eragrostis curvula"
7004	1	"Locusta migratoria"
238106	1	"Anomaloglossus baeobatrachus"
1000416	2	"Calamagrostis varia"
234725	1	"Carex microglochin"
2004446	1	"Quercus parvula"
227087	1	"Bradypus torquatus"
29690	1	"Oryza grandiglumis"
4567	13	"Triticum turgidum subsp. durum"
110284	2	"Eleocharis dulcis"
29654	1	"Zannichellia palustris"
7160	1	"Aedes albopictus"
73575	1	"Solanum okadae"
53867	1	"Hylodesmum podocarpum"
143180	2	"Carduus pycnocephalus"
43341	1	"Phorcus turbinatus"
1980614	1	"Dermolepida albohirtum"
29687	2	"Nardus stricta"
6998	1	"Gryllus"
464972	6	"Rhipidocladum racemiflorum"
1131437	1	"Terebella lapidaria"
2821262	1	"Mesoamerantha"
125585	1	"Tamarix gallica"
356393	1	"Limnoperna fortunei"
190330	1	"Atriplex prostrata"
29729	1	"Gossypium arboreum"
4564	14110260	"Triticum"
173701	1	"Boswellia sacra"
158812	1	"Diadophis punctatus similis"
1002788	1	"Indicator indicator"
1133088	1	"Conogethes punctiferalis"
341934	1	"Citrus australis"
15367	4	"Brachypodium"
38716	2	"Olyra latifolia"
3659	1	"Cucumis sativus"
446427	1	"Ceraclea dissimilis"
33317	15	"Protostomia"
246179	1	"Vipera latastei"
118778	1	"Tussilago farfara"
88708	1	"Poromitra crassiceps"
256647	1	"Arhopalus rusticus"
56082	1	"Melanerpes"
187126	1	"Nesoenas mayeri"
74787	4	"Tripolium pannonicum"
7159	1	"Aedes aegypti"
145626	1	"Bradybaena similaris"
148810	1	"Tetragonula carbonaria"
2759	23765	"Eukaryota"
1870710	1	"Rhodophaea formosa"
431949	1	"Vandiemenella viatica"
62336	1	"Miscanthus"
1856633	1	"Chenopodium pamiricum"
4498	33	"Avena sativa"
179887	2	"Bradypodion pumilum"
77745	1	"Chydorus sphaericus"
2291904	1	"Cyphostemma marojejense"
3371016	1	"Cnephaeus nilssonii"
644536	1	"Holotrichia oblita"
172265	1	"Ulmus glabra"
93398	1	"Lordiphosa collinella"
937289	1	"Drosophila incognita"
371907	1	"Bubo scandiacus"
1446378	1	"Araucariales"
4605	1	"Festuca"
2715443	2	"Hermatobates lingyangjiaoensis"
7266	1	"Drosophila guanche"
1437183	37077	"Mesangiospermae"
1988022	1	"Bryoerythrophyllum caledonicum"
70687	3	"Tupaia tana"
350087	2	"Cantharis rufa"
1973593	1	"Zethes insularis"
86543	1	"Briareum asbestinum"
948063	2	"Notolepis coatsorum"
117571	6	"Euteleostomi"
4519	1430	"Hordeum marinum"
265994	1	"Monacha cantiana"
94606	1	"Thuidium delicatulum"
150944	1	"Wiebesia pumilae"
1007376	1	"Pseudoterpna coronillaria"
203109	1	"Penicillium manginii"
6251	1	"Ascaris"
1479653	1	"Duncanopsammia axifuga"
2752315	1	"Aerobryopsis subdivergens"
1437201	15	"Pentapetalae"
3039	1	"Euglena gracilis"
243562	1	"Plotosus lineatus"
1159925	1	"Leiobunum manubriatum"
55512	1	"Pistacia"
111891	1	"Brintesia circe"
157640	1	"Spergularia"
2059683	1	"Pseudoliparis"
860324	1	"Melica nutans"
52100	2	"Desmognathus fuscus"
669715	1	"Koeleria asiatica"
